idfield;cropseason;village;soil;area;tillagesystem;CAyear;sowdate;x24d;glypho;manure;urea;npk;nitrogen;rainsow;rainflow;raincycle;rainyear;yield
F2006070165;Y06_07;Ambohimiarina;lowland;12.5;till;Y0;2006-12-02;Y;N;0.0;40.0;0.0;18.4;66.6;173.4;1106.3;1288.7;2840.0
F2006070166;Y06_07;Ambohimiarina;hillside;10.0;till;Y0;2006-11-28;Y;N;2500.0;80.0;100.0;47.8;124.4;189.0;1106.9;1288.7;3020.0
F2006070167;Y06_07;Ambohimiarina;lowland;4.5;till;Y0;2006-12-02;N;N;3225.8;44.4;0.0;20.424;66.6;173.4;1106.3;1288.7;3155.6
F2006070168;Y06_07;Ambohimiarina;lowland;3.5;till;Y0;2006-12-20;N;N;0.0;28.6;42.9;17.875;43.4;72.2;1132.1;1288.7;2771.4
F2006070169;Y06_07;Ambohimiarina;lowland;7.4;till;Y0;2006-12-06;Y;N;3225.8;81.6;163.3;55.499;28.2;210.0;1144.3;1288.7;2530.6
F2006070170;Y06_07;Ambohimiarina;lowland;11.0;till;Y0;2006-12-20;N;N;3500.0;0.0;0.0;0.0;43.4;72.2;1132.1;1288.7;1454.5
F2006070171;Y06_07;Ambohimiarina;lowland;16.0;till;Y0;2006-12-26;N;N;2083.3;0.0;0.0;0.0;54.4;49.3;1089.3;1288.7;1312.5
F2006070172;Y06_07;Ambohimiarina;hillside;1.0;till;Y0;2006-11-22;N;N;0.0;0.0;100.0;11.0;117.2;199.4;1188.9;1288.7;3100.0
F2006070173;Y06_07;Ambohimiarina;lowland;23.0;till;Y0;2006-12-02;Y;N;3571.4;65.2;130.4;44.336;66.6;173.4;1106.3;1288.7;3087.0
F2006070174;Y06_07;Ambohimiarina;lowland;19.0;till;Y0;2006-12-09;Y;N;2500.0;47.4;31.6;25.28;28.4;148.2;1137.1;1288.7;3084.2
F2006070175;Y06_07;Ambohimiarina;lowland;7.0;till;Y0;2006-12-09;Y;N;4166.7;50.0;0.0;23.0;28.4;148.2;1137.1;1288.7;2457.1
F2006070176;Y06_07;Ambohimiarina;lowland;2.0;till;Y0;2006-12-15;N;N;4166.7;50.0;0.0;23.0;13.2;122.0;1132.3;1288.7;2150.0
F2006070177;Y06_07;Ambohimiarina;lowland;5.0;till;Y0;2006-11-28;Y;N;1666.7;120.0;200.0;77.2;124.4;189.0;1106.9;1288.7;5000.0
F2006070178;Y06_07;Antsahamamy;hillside;20.5;till;Y0;2006-12-15;N;N;2926.8;34.1;0.0;15.686;17.8;88.8;1307.7;1331.2;731.7
F2006070179;Y06_07;Antsahamamy;hillside;45.5;ca;Y1;2007-01-03;N;N;4395.6;44.0;44.0;25.08;69.1;294.1;1244.0;1331.2;1692.3
F2006070180;Y06_07;Antsahamamy;hillside;4.2;ca;Y1;2006-12-22;N;N;3000.0;0.0;144.6;15.906;49.7;6.5;1307.7;1331.2;2024.1
F2006070181;Y06_07;Antsahamamy;hillside;14.0;till;Y0;2006-12-01;N;N;3225.8;0.0;107.1;11.781;0.0;383.1;1308.7;1331.2;928.6
F2006070182;Y06_07;Antsahamamy;hillside;50.0;till;Y0;2006-12-01;N;N;4166.7;40.0;0.0;18.4;0.0;383.1;1308.7;1331.2;2600.0
F2006070183;Y06_07;Antsahamamy;hillside;7.0;ca;Y1;2006-12-12;N;N;4166.7;0.0;200.0;22.0;17.8;130.2;1312.5;1331.2;2857.1
F2006070184;Y06_07;Antsahamamy;hillside;6.0;ca;Y1;2006-12-12;N;N;3333.3;0.0;200.0;22.0;17.8;130.2;1312.5;1331.2;2500.0
F2006070185;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-15;N;N;2083.3;66.7;100.0;41.682;17.8;88.8;1307.7;1331.2;3333.3
F2006070186;Y06_07;Antsahamamy;hillside;13.5;till;Y0;2006-12-13;N;N;3703.7;37.0;0.0;17.02;17.8;120.8;1307.7;1331.2;1777.8
F2006070187;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2006-12-22;N;N;3571.4;50.0;100.0;34.0;49.7;6.5;1307.7;1331.2;1725.0
F2006070188;Y06_07;Antsahamamy;hillside;21.4;ca;Y3;2006-12-20;N;N;3504.7;70.1;70.1;39.957;44.7;6.0;1307.7;1331.2;2800.0
F2006070189;Y06_07;Antsahamamy;lowland;20.0;till;Y0;2006-12-19;N;N;3928.6;40.0;0.0;18.4;49.5;6.0;1307.7;1331.2;2700.0
F2006070190;Y06_07;Antsahamamy;hillside;4.0;ca;Y1;2006-12-20;N;N;3225.8;0.0;25.3;2.783;44.7;6.0;1307.7;1331.2;1063.3
F2006070191;Y06_07;Antsahamamy;lowland;8.0;ca;Y1;2006-12-26;N;N;4166.7;50.0;125.0;36.75;63.7;103.5;1263.0;1331.2;2250.0
F2006070192;Y06_07;Antsahamamy;hillside;15.5;till;Y0;2006-12-26;N;N;4516.1;64.5;0.0;29.67;63.7;103.5;1263.0;1331.2;1935.5
F2006070193;Y06_07;Antsahamamy;hillside;7.5;ca;Y1;2006-11-25;N;N;1666.7;66.7;133.3;45.345;0.0;367.5;1308.7;1331.2;1800.0
F2006070194;Y06_07;Antsahamamy;hillside;2.0;ca;Y1;2006-11-25;N;N;1666.7;50.0;100.0;34.0;0.0;367.5;1308.7;1331.2;2250.0
F2006070195;Y06_07;Antsahamamy;hillside;12.4;ca;Y1;2006-12-20;N;N;0.0;80.6;121.0;50.386;44.7;6.0;1307.7;1331.2;1129.0
F2006070196;Y06_07;Antsahamamy;hillside;42.0;ca;Y1;2006-12-28;N;N;2857.1;45.0;47.6;25.936;66.7;280.0;1263.0;1331.2;2142.9
F2006070197;Y06_07;Antsahamamy;lowland;7.4;ca;Y2;2006-12-26;N;N;0.0;54.3;108.7;36.935;63.7;103.5;1263.0;1331.2;1426.6
F2006070198;Y06_07;Antsahamamy;lowland;8.0;ca;Y1;2006-12-27;N;N;4166.7;50.0;87.5;32.625;65.2;225.5;1263.0;1331.2;3187.5
F2006070199;Y06_07;Antsahamamy;lowland;6.0;ca;Y2;2006-12-29;N;N;3500.0;50.0;100.0;34.0;72.3;280.0;1263.0;1331.2;2500.0
F2006070200;Y06_07;Antsahamamy;hillside;3.0;ca;Y1;2006-12-21;N;N;5000.0;0.0;25.0;2.75;44.7;6.0;1307.7;1331.2;1000.0
F2006070201;Y06_07;Antsahamamy;hillside;15.0;ca;Y1;2006-12-12;N;N;3125.0;33.3;66.7;22.655;17.8;130.2;1312.5;1331.2;2200.0
F2006070202;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-15;N;N;4166.7;50.0;33.3;26.663;17.8;88.8;1307.7;1331.2;2500.0
F2006070203;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-20;N;N;2750.0;0.0;0.0;0.0;44.7;6.0;1307.7;1331.2;1250.0
F2006070204;Y06_07;Antsahamamy;hillside;54.0;till;Y0;2006-12-15;N;N;4000.0;0.0;9.3;1.023;17.8;88.8;1307.7;1331.2;1805.6
F2006070205;Y06_07;Antsahamamy;hillside;6.0;till;Y0;2007-01-02;N;N;1666.7;100.0;0.0;46.0;66.6;294.1;1245.5;1331.2;1500.0
F2006070206;Y06_07;Antsahamamy;hillside;65.0;till;Y0;2006-12-29;N;N;0.0;0.0;0.0;0.0;72.3;280.0;1263.0;1331.2;1084.6
F2006070207;Y06_07;Antsahamamy;hillside;10.0;till;Y0;2006-12-12;N;N;3225.8;80.0;225.0;61.55;17.8;130.2;1312.5;1331.2;1350.0
F2006070208;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2006-12-12;N;N;2000.0;0.0;0.0;0.0;17.8;130.2;1312.5;1331.2;600.0
F2006070209;Y06_07;Antsahamamy;lowland;30.0;ca;Y1;2006-12-10;N;N;4166.7;50.0;0.0;23.0;17.8;137.1;1312.5;1331.2;1500.0
F2006070210;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2007-01-03;N;N;3333.3;33.3;0.0;15.318;69.1;294.1;1244.0;1331.2;1275.0
F2006070211;Y06_07;Antsahamamy;lowland;14.8;ca;Y2;2006-12-26;N;N;0.0;67.6;94.6;41.502;63.7;103.5;1263.0;1331.2;3902.0
F2006070212;Y06_07;Antsahamamy;hillside;15.8;ca;Y1;2006-12-15;N;N;4000.0;150.0;0.0;69.0;17.8;88.8;1307.7;1331.2;2531.6
F2006070213;Y06_07;Antsahamamy;hillside;20.0;ca;Y1;2006-11-29;Y;N;3000.0;75.0;225.0;59.25;0.0;390.0;1308.7;1331.2;2250.0
F2006070214;Y06_07;Antsahamamy;lowland;10.0;till;Y0;2006-12-06;N;N;3571.4;90.0;0.0;41.4;17.8;305.6;1323.0;1331.2;3300.0
F2006070215;Y06_07;Antsahamamy;hillside;45.0;till;Y0;2006-12-04;N;N;3928.6;33.3;0.0;15.318;13.0;307.6;1308.7;1331.2;933.3
F2006070216;Y06_07;Antsahamamy;hillside;20.0;ca;Y1;2006-12-28;N;N;4166.7;25.0;50.0;17.0;66.7;280.0;1263.0;1331.2;2100.0
F2006070217;Y06_07;Antsahamamy;hillside;17.5;ca;Y1;2006-12-28;N;N;1666.7;51.4;0.0;23.644;66.7;280.0;1263.0;1331.2;1028.6
F2006070218;Y06_07;Antsahamamy;hillside;7.5;ca;Y1;2006-11-25;N;N;1666.7;40.0;266.7;47.737;0.0;367.5;1308.7;1331.2;3150.0
F2006070219;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2006-12-27;N;N;4000.0;46.7;133.3;36.145;65.2;225.5;1263.0;1331.2;2240.0
F2006070220;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-27;N;N;1666.7;50.0;0.0;23.0;65.2;225.5;1263.0;1331.2;850.0
F2006070221;Y06_07;Antsahamamy;hillside;30.0;ca;Y1;2006-12-29;N;N;2500.0;66.7;0.0;30.682;72.3;280.0;1263.0;1331.2;1800.0
F2006070222;Y06_07;Antsahamamy;hillside;40.0;ca;Y1;2006-12-12;N;N;3500.0;87.5;150.0;56.75;17.8;130.2;1312.5;1331.2;2500.0
F2006070223;Y06_07;Antsahamamy;lowland;22.0;till;Y0;2006-12-18;N;N;3181.8;0.0;22.7;2.497;49.5;6.0;1307.7;1331.2;750.0
F2006070224;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2006-12-18;N;N;3125.0;100.0;133.3;60.663;49.5;6.0;1307.7;1331.2;1800.0
F2006070225;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2006-12-26;N;N;2750.0;70.0;0.0;32.2;63.7;103.5;1263.0;1331.2;1000.0
F2006070226;Y06_07;Antsahamamy;hillside;6.8;till;Y0;2006-12-27;N;N;4166.7;44.1;0.0;20.286;65.2;225.5;1263.0;1331.2;1323.5
F2006070227;Y06_07;Antsahamamy;hillside;8.0;till;Y0;2007-01-02;N;N;4000.0;50.0;100.0;34.0;66.6;294.1;1245.5;1331.2;2250.0
F2006070228;Y06_07;Antsahamamy;lowland;30.0;till;Y0;2006-12-30;N;N;1666.7;33.3;50.0;20.818;111.3;280.0;1258.0;1331.2;2100.0
F2006070229;Y06_07;Antsahamamy;hillside;4.0;till;Y0;2006-12-14;N;N;4166.7;50.0;75.0;31.25;17.8;113.8;1307.7;1331.2;2625.0
F2006070230;Y06_07;Antsahamamy;hillside;3.5;till;Y0;2006-11-22;N;N;4166.7;58.0;115.9;39.429;0.0;357.8;1308.7;1331.2;1507.2
F2006070231;Y06_07;Antsahamamy;hillside;15.1;till;Y0;2006-11-25;N;N;2643.8;33.0;66.1;22.451;0.0;367.5;1308.7;1331.2;2775.9
F2006070232;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2007-01-02;N;N;3225.8;46.7;0.0;21.482;66.6;294.1;1245.5;1331.2;1200.0
F2006070233;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2007-01-04;N;N;4166.7;50.0;100.0;34.0;70.7;294.1;1242.5;1331.2;1100.0
F2006070234;Y06_07;Antsahamamy;lowland;25.0;ca;Y1;2007-01-02;N;N;3333.3;0.0;120.0;13.2;66.6;294.1;1245.5;1331.2;1840.0
F2006070235;Y06_07;Antsahamamy;hillside;15.6;till;Y0;2006-12-22;N;N;3571.4;38.5;96.2;28.292;49.7;6.5;1307.7;1331.2;1442.3
F2006070236;Y06_07;Antsahamamy;hillside;8.6;ca;Y1;2006-12-03;N;N;3472.2;57.9;57.9;33.003;13.0;430.7;1308.7;1331.2;1388.9
F2006070237;Y06_07;Antsahamamy;lowland;25.0;till;Y0;2006-12-20;N;N;4000.0;0.0;40.0;4.4;44.7;6.0;1307.7;1331.2;1600.0
F2006070238;Y06_07;Antsahamamy;hillside;15.0;ca;Y1;2006-12-16;N;N;2083.3;66.7;100.0;41.682;25.6;52.5;1307.7;1331.2;3200.0
F2006070239;Y06_07;Antsahamamy;hillside;26.0;till;Y0;2007-02-02;N;N;3000.0;38.5;96.2;28.292;357.8;0.0;826.4;1331.2;1730.8
F2006070240;Y06_07;Antsahamamy;hillside;10.0;till;Y0;2007-01-03;N;N;0.0;30.0;90.0;23.7;69.1;294.1;1244.0;1331.2;900.0
F2006070241;Y06_07;Antsahamamy;hillside;8.1;ca;Y2;2007-01-02;N;N;2484.5;49.7;186.3;43.355;66.6;294.1;1245.5;1331.2;1987.6
F2006070242;Y06_07;Antsahamamy;hillside;36.0;till;Y0;2007-01-02;N;N;3571.4;41.7;69.4;26.816;66.6;294.1;1245.5;1331.2;2000.0
F2006070243;Y06_07;Antsahamamy;hillside;11.5;till;Y0;2006-12-18;N;N;4347.8;87.0;130.4;54.364;49.5;6.0;1307.7;1331.2;3032.6
F2006070244;Y06_07;Antsahamamy;hillside;5.0;ca;Y1;2006-12-28;N;N;3928.6;100.0;150.0;62.5;66.7;280.0;1263.0;1331.2;4420.0
F2006070245;Y06_07;Antsahamamy;lowland;12.0;ca;Y1;2006-12-28;N;N;1666.7;41.7;83.3;28.345;66.7;280.0;1263.0;1331.2;2200.0
F2006070246;Y06_07;Antsahamamy;lowland;12.0;till;Y0;2006-12-21;N;N;5000.0;50.0;83.3;32.163;44.7;6.0;1307.7;1331.2;2562.5
F2006070247;Y06_07;Antsahamamy;hillside;36.2;till;Y0;2006-11-26;N;N;2762.4;44.2;69.1;27.933;0.0;369.2;1308.7;1331.2;4547.0
F2006070248;Y06_07;Antsahamamy;hillside;42.0;till;Y0;2006-11-27;Y;N;3500.0;50.0;95.2;33.472;0.0;373.6;1308.7;1331.2;2666.7
F2006070249;Y06_07;Antsahamamy;hillside;54.0;till;Y0;2006-12-04;N;N;2083.3;40.0;64.8;25.528;13.0;307.6;1308.7;1331.2;3055.6
F2006070250;Y06_07;Antsahamamy;hillside;50.0;till;Y0;2006-12-18;N;N;1666.7;0.0;0.0;0.0;49.5;6.0;1307.7;1331.2;1500.0
F2006070251;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2006-12-27;N;N;2500.0;33.3;133.3;29.981;65.2;225.5;1263.0;1331.2;2333.3
F2006070252;Y06_07;Antsahamamy;hillside;25.0;till;Y0;2007-01-02;N;N;3500.0;40.0;140.0;33.8;66.6;294.1;1245.5;1331.2;2280.0
F2006070253;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-11-16;N;N;1333.3;33.3;66.7;22.655;0.0;242.3;1112.1;1331.2;1000.0
F2006070254;Y06_07;Antsahamamy;hillside;10.0;till;Y0;2006-12-20;N;N;3125.0;50.0;50.0;28.5;44.7;6.0;1307.7;1331.2;3067.5
F2006070255;Y06_07;Antsahamamy;hillside;14.0;till;Y0;2007-01-02;N;N;1666.7;57.0;71.2;34.052;66.6;294.1;1245.5;1331.2;1602.6
F2006070256;Y06_07;Antsahamamy;hillside;26.2;ca;Y1;2006-12-19;N;N;2671.8;38.2;38.2;21.774;49.5;6.0;1307.7;1331.2;2061.1
F2006070257;Y06_07;Antsahamamy;hillside;36.0;ca;Y1;2006-11-29;N;N;2500.0;55.6;83.3;34.739;0.0;390.0;1308.7;1331.2;2800.0
F2006070258;Y06_07;Antsahamamy;hillside;15.0;till;Y0;2006-11-21;N;N;4166.7;0.0;33.3;3.663;0.0;341.9;1306.1;1331.2;1200.0
F2006070259;Y06_07;Antsahamamy;hillside;7.0;till;Y0;2006-12-03;N;N;1666.7;57.1;0.0;26.266;13.0;430.7;1308.7;1331.2;2000.0
F2006070260;Y06_07;Antsahamamy;hillside;40.0;till;Y0;2006-12-22;N;N;3225.8;50.0;100.0;34.0;49.7;6.5;1307.7;1331.2;1500.0
F2006070261;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-28;N;N;4166.7;60.0;100.0;38.6;66.7;280.0;1263.0;1331.2;1666.7
F2006070262;Y06_07;Antsahamamy;hillside;54.0;till;Y0;2006-12-15;N;N;1851.9;0.0;0.0;0.0;17.8;88.8;1307.7;1331.2;463.0
F2006070263;Y06_07;Antsahamamy;hillside;16.0;till;Y0;2006-12-22;N;N;3333.3;62.5;125.0;42.5;49.7;6.5;1307.7;1331.2;3000.0
F2006070264;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-05;N;N;2083.3;30.0;16.7;15.637;17.8;305.6;1319.8;1331.2;2240.0
F2006070265;Y06_07;Antsahamamy;hillside;11.8;ca;Y1;2007-01-02;N;N;4251.7;42.5;144.6;35.456;66.6;294.1;1245.5;1331.2;3154.8
F2006070266;Y06_07;Antsahamamy;hillside;20.0;ca;Y1;2006-12-12;N;N;2083.3;125.0;75.0;65.75;17.8;130.2;1312.5;1331.2;3000.0
F2006070267;Y06_07;Antsahamamy;hillside;26.5;ca;Y1;2006-12-06;N;N;3000.0;56.6;150.9;42.635;17.8;305.6;1323.0;1331.2;1962.3
F2006070268;Y06_07;Antsahamamy;hillside;14.5;ca;Y1;2006-12-27;N;N;2083.3;69.0;137.9;46.909;65.2;225.5;1263.0;1331.2;2586.2
F2006070269;Y06_07;Antsahamamy;hillside;10.0;ca;Y1;2006-12-19;N;N;0.0;100.0;200.0;68.0;49.5;6.0;1307.7;1331.2;1500.0
F2006070270;Y06_07;Antsahamamy;hillside;18.0;till;Y0;2006-12-15;N;N;4000.0;88.9;0.0;40.894;17.8;88.8;1307.7;1331.2;2083.3
F2006070271;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2007-01-02;N;N;3571.4;60.0;120.0;40.8;66.6;294.1;1245.5;1331.2;1125.0
F2006070272;Y06_07;Antsahamamy;hillside;8.0;ca;Y1;2007-01-03;N;N;3928.6;50.0;50.0;28.5;69.1;294.1;1244.0;1331.2;2250.0
F2006070273;Y06_07;Antsahamamy;hillside;22.0;till;Y0;2006-12-20;N;N;0.0;0.0;68.2;7.502;44.7;6.0;1307.7;1331.2;1022.7
F2006070274;Y06_07;Antsahamamy;hillside;25.0;ca;Y1;2006-12-13;N;N;4166.7;72.0;80.0;41.92;17.8;120.8;1307.7;1331.2;2880.0
F2006070275;Y06_07;Antsahamamy;hillside;24.5;till;Y0;2007-01-04;N;N;1666.7;73.5;0.0;33.81;70.7;294.1;1242.5;1331.2;1959.2
F2006070276;Y06_07;Antsahamamy;lowland;70.0;ca;Y1;2006-12-20;N;N;1666.7;50.0;0.0;23.0;44.7;6.0;1307.7;1331.2;1500.0
F2006070277;Y06_07;Antsahamamy;lowland;30.0;ca;Y1;2007-01-06;N;N;2500.0;50.0;0.0;23.0;72.0;293.6;1235.4;1331.2;1500.0
F2006070278;Y06_07;Antsahamamy;hillside;7.5;till;Y0;2006-12-13;N;N;3500.0;53.3;0.0;24.518;17.8;120.8;1307.7;1331.2;1400.0
F2006070279;Y06_07;Antsahamamy;hillside;70.0;ca;Y2;2006-11-19;N;N;2750.0;0.0;0.0;0.0;0.0;351.9;1288.6;1331.2;2785.7
F2006070280;Y06_07;Antsahamamy;hillside;150.0;till;Y0;2006-11-24;N;N;4000.0;0.0;50.0;5.5;0.0;332.6;1308.7;1331.2;1500.0
F2006070281;Y06_07;Antsahamamy;hillside;80.0;till;Y0;2006-12-05;N;N;1666.7;50.0;87.5;32.625;17.8;305.6;1319.8;1331.2;1556.3
F2006070282;Y06_07;Antsahamamy;hillside;16.0;till;Y0;2007-01-04;N;N;0.0;37.5;93.8;27.568;70.7;294.1;1242.5;1331.2;1218.8
F2006070283;Y06_07;Antsahamamy;hillside;2.0;ca;Y1;2006-12-04;N;N;3225.8;50.0;100.0;34.0;13.0;307.6;1308.7;1331.2;3000.0
F2006070284;Y06_07;Antsahamamy;hillside;7.2;ca;Y1;2006-12-04;N;Y;5555.6;55.6;111.1;37.797;13.0;307.6;1308.7;1331.2;2777.8
F2006070285;Y06_07;Antsahamamy;hillside;17.0;ca;Y1;2007-01-02;N;N;4166.7;41.2;147.1;35.133;66.6;294.1;1245.5;1331.2;2000.0
F2006070286;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2006-12-26;N;N;3928.6;60.0;100.0;38.6;63.7;103.5;1263.0;1331.2;3000.0
F2006070287;Y06_07;Antsahamamy;hillside;16.0;till;Y0;2006-12-15;N;N;3000.0;62.5;125.0;42.5;17.8;88.8;1307.7;1331.2;2156.3
F2006070288;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-05;N;N;2083.3;40.7;33.3;22.385;17.8;305.6;1319.8;1331.2;2250.0
F2006070289;Y06_07;Antsahamamy;hillside;35.0;till;Y0;2006-12-05;N;N;3000.0;0.0;42.9;4.719;17.8;305.6;1319.8;1331.2;1585.7
F2006070290;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2006-11-19;N;N;4166.7;30.0;30.0;17.1;0.0;351.9;1288.6;1331.2;1200.0
F2006070291;Y06_07;Antsahamamy;hillside;12.0;till;Y0;2006-12-20;N;N;0.0;25.0;150.0;28.0;44.7;6.0;1307.7;1331.2;1125.0
F2006070292;Y06_07;Antsahamamy;hillside;15.0;ca;Y1;2006-12-29;N;N;3000.0;46.7;66.7;28.819;72.3;280.0;1263.0;1331.2;2800.0
F2006070293;Y06_07;Antsahamamy;hillside;34.5;till;Y0;2006-12-19;N;N;1666.7;43.5;116.1;32.781;49.5;6.0;1307.7;1331.2;696.5
F2006070294;Y06_07;Antsahamamy;hillside;18.2;ca;Y1;2006-12-21;N;N;2083.3;54.9;109.9;37.343;44.7;6.0;1307.7;1331.2;2000.0
F2006070295;Y06_07;Antsahamamy;hillside;16.0;till;Y0;2006-12-22;N;N;2000.0;31.3;150.0;30.898;49.7;6.5;1307.7;1331.2;2343.8
F2006070296;Y06_07;Antsahamamy;hillside;50.0;till;Y0;2006-12-18;Y;Y;1666.7;120.0;240.0;81.6;49.5;6.0;1307.7;1331.2;3600.0
F2006070297;Y06_07;Antsahamamy;lowland;12.0;till;Y0;2006-12-30;Y;N;0.0;66.7;166.7;49.019;111.3;280.0;1258.0;1331.2;1500.0
F2006070298;Y06_07;Antsahamamy;hillside;8.0;till;Y0;2007-01-03;N;N;3571.4;70.0;125.0;45.95;69.1;294.1;1244.0;1331.2;2000.0
F2006070299;Y06_07;Antsahamamy;hillside;19.0;till;Y0;2007-01-02;N;N;3928.6;71.1;105.3;44.289;66.6;294.1;1245.5;1331.2;1631.6
F2006070300;Y06_07;Antsahamamy;hillside;12.0;till;Y0;2006-12-20;N;N;4166.7;30.0;150.0;30.3;44.7;6.0;1307.7;1331.2;2250.0
F2006070301;Y06_07;Antsahamamy;hillside;6.0;ca;Y1;2007-02-16;N;N;1666.7;0.0;166.7;18.337;305.6;0.0;443.4;1331.2;1866.7
F2006070302;Y06_07;Antsahamamy;hillside;34.5;till;Y0;2006-12-17;N;N;3571.4;72.5;144.9;49.289;12.6;10.4;1307.7;1331.2;2000.0
F2006070303;Y06_07;Antsahamamy;hillside;5.5;till;Y0;2006-12-15;N;N;2083.3;63.6;109.1;41.257;17.8;88.8;1307.7;1331.2;2500.0
F2006070304;Y06_07;Antsahamamy;hillside;38.0;till;Y0;2006-12-25;N;N;1666.7;65.8;150.0;46.768;62.2;15.4;1299.9;1331.2;2000.0
F2006070305;Y06_07;Antsahamamy;hillside;56.7;till;Y0;2006-12-20;N;N;3527.3;70.5;88.2;42.132;44.7;6.0;1307.7;1331.2;2001.8
F2006070306;Y06_07;Antsahamamy;hillside;40.0;till;Y0;2006-12-28;N;N;2500.0;25.0;75.0;19.75;66.7;280.0;1263.0;1331.2;937.5
F2006070307;Y06_07;Antsahamamy;hillside;50.0;till;Y0;2007-01-02;N;N;3500.0;0.0;40.0;4.4;66.6;294.1;1245.5;1331.2;840.0
F2006070308;Y06_07;Antsahamamy;hillside;30.0;ca;Y1;2006-12-26;N;N;3125.0;33.3;133.3;29.981;63.7;103.5;1263.0;1331.2;1600.0
F2006070309;Y06_07;Antsahamamy;hillside;45.8;ca;Y1;2006-12-17;N;N;3500.0;62.0;65.5;35.725;12.6;10.4;1307.7;1331.2;4421.4
F2006070310;Y06_07;Antsahamamy;hillside;12.0;till;Y0;2006-12-20;N;N;2750.0;0.0;50.0;5.5;44.7;6.0;1307.7;1331.2;875.0
F2006070311;Y06_07;Antsahamamy;hillside;3.0;till;Y0;2006-12-27;N;N;4000.0;66.7;133.3;45.345;65.2;225.5;1263.0;1331.2;1500.0
F2006070312;Y06_07;Antsahamamy;hillside;50.0;ca;Y1;2006-12-20;N;N;0.0;50.0;100.0;34.0;44.7;6.0;1307.7;1331.2;1500.0
F2006070313;Y06_07;Antsahamamy;hillside;7.0;ca;Y1;2006-12-07;N;N;2500.0;57.6;43.2;31.248;17.8;222.8;1325.5;1331.2;3928.1
F2006070314;Y06_07;Antsahamamy;hillside;40.0;till;Y0;2006-12-06;Y;N;3333.3;50.0;125.0;36.75;17.8;305.6;1323.0;1331.2;1875.0
F2006070315;Y06_07;Antsahamamy;hillside;20.0;till;Y0;2007-01-06;N;N;2083.3;0.0;150.0;16.5;72.0;293.6;1235.4;1331.2;2000.0
F2006070316;Y06_07;Antsahamamy;hillside;88.7;ca;Y2;2006-11-27;Y;N;2819.8;50.0;45.7;28.027;0.0;373.6;1308.7;1331.2;3383.7
F2006070317;Y06_07;Antsahamamy;hillside;4.0;ca;Y1;2007-01-02;N;N;3500.0;50.0;100.0;34.0;66.6;294.1;1245.5;1331.2;2500.0
F2006070318;Y06_07;Antsahamamy;hillside;6.0;ca;Y3;2006-12-29;N;N;3000.0;50.0;150.0;39.5;72.3;280.0;1263.0;1331.2;3400.0
F2006070319;Y06_07;Antsahamamy;hillside;52.0;till;Y0;2006-12-15;N;N;3928.6;50.0;38.5;27.235;17.8;88.8;1307.7;1331.2;2019.2
F2006070320;Y06_07;Antsahamamy;hillside;40.0;till;Y0;2006-12-15;N;N;0.0;25.0;150.0;28.0;17.8;88.8;1307.7;1331.2;1687.5
F2006070321;Y06_07;Antsahamamy;hillside;22.0;till;Y0;2006-12-30;N;N;3636.4;45.5;45.5;25.935;111.3;280.0;1258.0;1331.2;1954.5
F2006070322;Y06_07;Antsahamamy;hillside;25.0;ca;Y1;2006-12-28;N;N;3928.6;60.0;100.0;38.6;66.7;280.0;1263.0;1331.2;1400.0
F2006070323;Y06_07;Antsahamamy;hillside;40.0;till;Y0;2006-12-04;N;N;4166.7;62.5;125.0;42.5;13.0;307.6;1308.7;1331.2;1875.0
F2006070324;Y06_07;Antsahamamy;hillside;17.0;till;Y0;2006-12-07;N;N;2941.2;58.8;117.6;39.984;17.8;222.8;1325.5;1331.2;1411.8
F2006070325;Y06_07;Antsahamamy;hillside;19.0;till;Y0;2006-12-05;N;N;1666.7;68.4;78.9;40.143;17.8;305.6;1319.8;1331.2;1578.9
F2006070326;Y06_07;Antsahamamy;hillside;30.0;till;Y0;2006-12-09;N;N;1666.7;50.0;133.3;37.663;17.8;179.0;1325.5;1331.2;1250.0
F2006070327;Y06_07;Antsahamamy;lowland;6.0;till;Y0;2006-12-06;N;N;3333.3;50.0;0.0;23.0;17.8;305.6;1323.0;1331.2;2600.0
